0.001,100,0.10439167962663129,0.012028187993777684,0.008678100009767962
0.005,100,0.4322572670802501,0.04573319970802071,0.029834113231821866
0.01,100,0.6951206934840981,0.06860855418114017,0.03878003956381318
0.05,92,1.0871649764010451,0.11036345084286722,0.019627892246245532
0.1,57,1.0940282788349671,0.11536532387830123,0.014652304550196046
0.5,20,1.0964602885591475,0.1254729957710483,0.004546720448887515
1,18,1.096460811392405,0.1286210847081778,0.001755773564796182
5,100,2.1337294509622424e+72,-1.8572347806572132e+87,-1.8572347806572141e+87
10,100,1.4761842026718518e+105,-1.3061206571859446e+120,-1.3061206571859454e+120
0.9,13,1.096460811392394,0.12723745665438518,0.002743623257213836
